ID,TEXT
1610,"You were like a baby, slobbering and whimpering in your sleep. The days were worse. You were drunk and shouting and weeping. To you blindness was the end."" [SNIPPET] The fat smile was empty, almost apologetic. "" We have younger, more handsome models...."" ""Well enough."" Duggan started donning the clothing that he had removed. "" I'll want the mech for five, possibly ten, hours."" ""I'll make out the slip for ten hours, sir. We'll refund any balance due you. But after ten hours ..."""
1611,“You—you’d better not—er—tell your mother or sister about your finger. I—I wouldn’t like your sister to be upset any more.” “Don’t you want me to let ’em know?” “Er—no.” [SNIPPET] They’re jus’ a few sweets Aunt Susan kin’ly gave me an’——” “Be quiet! Where are they?” Slowly and reluctantly William drew forth his bag. His father seized it and flung it far into the bushes. For the next ten minutes William conducted a thorough and systematic search among[19] the bushes and for the rest of the day consumed Gooseberry Eyes and garden soil in fairly equal proportions.
1612,"It was Neinfort-Whritings's lisping voice. ""Whatever it is, this sort of nonsense must be stopped at the beginning. It might set a precedent."" ""May I suggest,"" Rovance broke in, ""that, as the matter of precedent is sure to arise, we take no action without first consulting Lesquallan Ltd."" ""An excellent idea,"" Esrov nodded. He switched on the intercom to his first secretary. "" [SNIPPET] ""And,"" Swenson added, ""be damned sure that speech insert will run at least ten minutes. More, if possible."" Mister Cerobie slammed the door. Five minutes later, slim, soft-spoken Van Euing, Acme's attorney, coughed behind the dispatcher's chair. Swenson swiveled from coding the astrogram and dropped his cigarette. "" What the hell—oh, you. Lawyers are like policemen—they sneak up on people."" ""How did you know I was the firm's attorney?"" ""I watched you try that unfair-trade-practice suit against Lesquallan Ltd. two years ago."
1613,"Chaucer uses “palmer” of all pilgrims.  3. “ Hallows” survives, in the meaning here given, in All Hallows — All-Saints — day. “ Couth,” past participle of “conne” to know, exists in “uncouth.”  4. The Tabard — the sign of the inn — was a sleeveless coat, worn by heralds. The name of the inn was, some three centuries after Chaucer, changed to the Talbot. [SNIPPET] She thought, “I will with other maidens stand, That be my fellows, in our door, and see The marchioness; and therefore will I fand* *strive To do at home, as soon as it may be, The labour which belongeth unto me, And then I may at leisure her behold, If she this way unto the castle hold.”  And as she would over the threshold gon, The marquis came and gan for her to call, And she set down her water-pot anon Beside the threshold, in an ox’s stall, And down upon her knees she gan to fall, And with sad* countenance kneeled still, *steady Till she had heard what was the lorde’s will.  The thoughtful marquis spake unto the maid Full soberly, and said in this mannere: “Where is your father, Griseldis?” he said. And she with reverence, *in humble cheer,* *with humble air* Answered, “Lord, he is all ready here.”"
1614,"“One wouldn’t think so,” agreed Darquelnoy. “ In a way,” he added, “that spaceship was a hopeful sign. It means that they’ll be sending a manned ship along pretty soon, and that should do the trick. As soon as one side has a base on the Moon, the other side is bound to get things started.” “A relief for you, eh?” said Ebor. “You know,” said Darquelnoy thoughtfully, “I can’t help thinking I was born in the wrong age. [SNIPPET] As soon as one side has a base on the Moon, the other side is bound to get things started.” “A relief for you, eh?” said Ebor. “You know,” said Darquelnoy thoughtfully, “I can’t help thinking I was born in the wrong age. All this scrabbling around, searching everywhere for suitable planets. Back when the Universe was younger, there were lots and lots of planets to colonize."
1615,"And so we swept on through space, with Rigel a great blue glory ahead, and new stars, invisible at greater distances, flaring up in front of us and then fading into the background as we passed. For a long time we had been able to see that Rigel, as inferred from spectroscopic evidence, was a double star—a fainter, greener blue companion revolving with it around their common center of gravity. Beyond Kappa Orionis, three hundred light-years from the sun, the space between the two was quite evident. Beyond four hundred light-years, the brilliance of the vast star was so great that it dimmed all the other stars by comparison, and made the nebula seem a mere faint gauze. And yet even with this gradual change, our arrival was a surprise. When he relieved me at my watch, Garth seemed dissatisfied with our progress. "" It must be farther than they've figured. I'll stick at twenty-five times light speed, and slow down after we get there by taking an orbit."" [SNIPPET] That's it."" Involuntarily, I gasped. "" Then—how far away are we?"" ""I put on full acceleration fifteen hours ago, when we passed Neptune, and we have covered thirty billion miles—three hundred times as far as from the moon to the sun, but only one half of one per cent of a light-year."" I was speechless, and Garth led me back to the control board. He pointed out the acceleration control, now turned up to its last notch forward; he also showed me the dials which were used to change our direction."
1616,"SECOND ATTENDANT.—This lioness will certainly attack you if you do not release her whelp. CHILD [laughing].—Oh! indeed! let her come. Much I fear her, to be sure. [ Pouts his under-lip in defiance.   KING.—The germ of mighty courage lies c [SNIPPET] The courtiers resolved accordingly to prevail on the Lion to kill the Camel; 'for what interest have we,' they said, 'in this browser of thistles?' 'What, indeed!' observed the Tiger; 'but will the Rajah kill him after his promise of protection, think you?' 'Being famished he will,' said the Crow. ' Know you not?— Accordingly they repaired to the Lion."
1617,"""I quite agree,"" replied Arcot. The ship turned about, and dived toward New York, a hundred thousand miles behind now, at a speed many times that of light as Arcot snapped into time. Across the void, Zezdon Fentes' call had come—New York was to be attacked by the Thessians, New York and Chicago next. New York because the orbits of their two forts were converging over that city in a few minutes! They were in the atmosphere, screaming through it as their relux glowed instantaneously in the Heaviside layer, then was through before damage could be done. The screen was up. [SNIPPET] Arcot's manner became serious now. "" We haven't gotten our Government Expense Research Cards yet, and you have. Order the stuff, and get it out here, while we get ready for it. Honestly, I believe that a few ships such as this apparatus will permit, will be enough in themselves to do the job. It really is a pity that the other men didn't have the opportunity we had for crowding much work into little time! ""But then, I wouldn't want to take that road to concentration again myself! ""Have the enemy amused you in my absence? Come on, let's sit down in the house instead of standing here in the sun."""
1618,"Those who have tasted sersee add fifty of our years to their lives."" Carver opened his eyes wide. Fifty years on Loray was roughly the equivalent of sixty-three on Earth. The sersee was more than a healing agent, more than a regenerator. It was a longevity drug as well. [SNIPPET] Last month he had photographed a srag, from a vantage point very high in a very tall, stout tree. He knew it for a large, ill-tempered, quick-moving beast, with a dismaying array of claws, teeth and horns. It was also the only non-taboo meat-bearing animal on the planet. The natives had to kill srags or starve. But the wounded man had not been quick enough with spear and shield, and the srag had opened him from throat to pelvis."
1619,"For on land or air there is always something excessive and hindering; as arms that swing at the sides of a man, and which the mind must remember. The stag has legs to be tucked away for sleep, and untucked for movement; and the bird has wings that must be folded and pecked and cared for. But the fish has but one piece from his nose to his tail. He is complete, single and unencumbered. He turns in one turn, and goes up and down and round in one sole movement.  “How I flew through the soft element: how I joyed in the country where there is no harshness: in the element which upholds and gives way; which caresses and lets go, and will not let you fall. For man may stumble in a furrow; the stag tumble from a cliff; the hawk, wing-weary and beaten, with darkness around him and the storm behind, may dash his brains against a tree. But the home of the salmon is his delight, and the sea guards all her creatures.” [SNIPPET] “I can help,” Fiacuil replied, “but I must be paid.”  “What payment?”  “A third of all you earn and a seat at your council.”  “I grant that,” said Fionn, “and now, tell me your plan?”  “You remember my spear with the thirty rivets of Arabian gold in its socket?”  “The one,” Fionn queried, “that had its head wrapped in a blanket and was stuck in a bucket of water and was chained to a wall as well—the venomous Birgha?” “ That one,” Fiacuil replied."
1620,"""But in that case the Board of Appeals said they allowed such terminology only because the equivalency of the substances could be foreseen by those skilled in the art, foreseen with certainty, too. Can you say that about your substances?"" I hesitated before I answered, and that was all he needed to take over. "" A large number of ingredients was recited in In re Ellis, and since there was no evidence to show that they all would not work, the applicant was allowed broad claims. But you'd have trouble making your guessed-at ingredients stick. In the case of Corona Cord Tire Company v. Dovan, the court said the patentee was entitled to his broader claims because he proved he had tested a reasonable number of the members of a chemical class. [SNIPPET] We all laughed as I took half a dozen twelve-by-twelve hand sheets out of my briefcase and passed them around the table. I watched the chemists finger the sheets, savoring their soft coolness, and I heard the whispered comments, ""good hand,"" ""excellent softness,"" ""fine color,"" and a few others. Dr. Rude said, ""Are these 'breaking samples', Mr. Saddle? Do you mind if we tear them?"" Well, you can see that this was the question I was waiting for. I sat back and allowed a slight smile to play over my face. I said, ""Oh no, gentlemen."
1621,"Probably on automatic record only, at this time of night. Still, we don't want to leave any records for them to study after we're gone."" ""Were you ever here before?"" I asked. ""No,"" he replied, ""but I haven't been studying their electrophone communications for seven years without being able to recognize these machines when I run across them."" So far we had not laid eyes on a Han. The tower seemed deserted. Blash and Gaunt, however, assured me that there would be at least one man on ""duty"" in the military offices, though he would probably be asleep, and two or three in the library proper and the projectoscope plant. ""We've got to put them out of commission,"" I said. "" [SNIPPET] You hit it! Do it again; bring it down!"" We had only one more rocket of extreme range between us, and we dropped it three times in our excitement in inserting it in my gun. Then, forcing myself to be calm by sheer will power, while Wilma stuffed her little fist into her mouth to keep from shrieking, I sighted carefully again and fired. In a flash, Wilma had grasped the hope that this discovery of mine might lead to the end of the Han domination. The elapsed time of the rocket's invisible flight seemed an age. Then we saw the ship falling."
1622,"As a matter of fact, sir, I have compiled a manuscript collection of religious quotations, hymns, sermons and uplifting thoughts which now fill fourteen volumes, all in my own handwriting. Fortunately, I inherited money, and this collection is my gift to the world."" ""And a noble one, I'm sure,"" I said. ""Most noble,"" said Mr. Solander. "" But, sir, I have not confined my activities to the study chair. I have kept my eye on the progress of the world. [SNIPPET] But, sir, it is being twisted to cheap uses. Jazz! Cheap songs! Worldly words and music! That I mean to remedy."" ""Well,"" I said, ""it might be done."
1623,"The game went on. And a few minutes later, in the shower room, where Jack Kinnison was caroling lustily while plying a towel, a huge young man strode up and slapped him ringingly between the shoulder blades. ""Congratulations, Jack, and so forth. But there's a thing I want to ask you. [SNIPPET] ""I know they do. We have known all along that he is a masterly actor; we now know that he is more than that."" ""Yes, and we're finding out that no appeal to reason, no psychological counter-measures, will work. Dronvire and I agree that you'll have to arrange matters so that you can do solid months of stumping yourself. Personally."" ""It may come to that, but there's a lot of other things to do first."""
1624,"Surely we don't need to be ceremonious."" Thurmon pricked up his ears at the sound of the unfamiliar word. He wasn't the scholarly type, like Littlejohn. But he appreciated Littlejohn's learning and knew he was important to the council. They needed scholars these days, and antiquarians too. One has to look to the past when rebuilding a world. ""You sent for me?"" Littlejohn asked. The question was purely rhetorical, but he wanted to break the silence. [SNIPPET] How many of them end up in a place like this?"" ""They don't, though. That's just Naturalist propaganda. Dr. Manschoff said—"" ""Dr. Manschoff said! I know what he said, all right. And you believed him, because you wanted to believe him. You wanted the reassurance he could offer you—the feeling of being unique and important."
1625,"And wait until we show this creep to Professor Zalpha and Exmud R. Zmorro."" We come to the surface and contact an Earthian Franco-Austro atomic luxury liner. The skipper's pan registers on the viso-screen. "" This is Septimus Spink,"" I says. "" Commander of Inner Spaceship Magnificent Mole. I have come from the center of Earth with a captured Subterro submarine and Agrodyte Hitler, the Neofeuhrer. Over and out."" [SNIPPET] He just qualifies as a spaceman as he takes up very little and is not much easier to look at than a Nougatine. Once D'Ambrosia applied for a plasticectomy but the surgeons at the Muzayo clinic just laughed and told him there was a limit to science even in the year 2022. But the citizen was at home when they divided the brains. Of course that is only my opinion."
1626,"It was painted scarlet. Her eyes were hard and dark. But her body, as if to atone for her face, was made in a series of soft curves that fitted exquisitely into her black silk dress. He tortured himself looking at her. She permitted it sullenly. "" [SNIPPET] ""Bravo! We shall revenge ourselves."" The man gulped a glass of wine, slapped Hugo's shoulder, and was gone. Then a girl talked to Hugo."
1627,"of England, Edward II., Henry VI., Richard III., Mary Stuart, Charles I., the three Henrys of France, the Emperor Henry IV.! You know——"" [SNIPPET] He put back, overwhelmed with sorrow, for indeed he had lost sufficient to make the fortune of twenty monarchs. He waited upon the Dutch magistrate, and in his distress he knocked over loudly at the door. He entered and told his adventure, raising his voice with unnecessary vehemence. The magistrate began by fining him ten thousand piastres for making a noise; then he listened patiently, promised to examine into his affair at the skipper's return, and ordered[Pg 95] him to pay ten thousand piastres for the expense of the hearing. This drove Candide to despair; he had, indeed, endured misfortunes a thousand times worse; the coolness of the magistrate and of the skipper who had robbed him, roused his choler and flung him into a deep melancholy. The villainy of mankind presented itself before his imagination in all its deformity, and his mind was filled with gloomy ideas."
1628,"Another of the globes had been attached to the mailbox, and the legs had been burned loose from the concrete sidewalk. Confidently, Whedbee lifted the light object, carried it to the truck, and deposited it inside. ""Bleachers there,"" said Chief Grindstaff. ""What you say, chief?"" ""Stands there. No, stand there."" [SNIPPET] The minds of the others were in constant confusion. They believed, actually, in nothing. Somehow, he saw me, Eo. I was forced to kill him."" ""No harm done,"" Eo decided. He faced the machines and said, ""Destroy the vehicle, draw in the camouflage net, prepare for take-off."" The machines rolled from the compartment, and the two creatures followed."
1629,"As for your escaping from this valley—you cannot. The fog will bring you back."" ""I've got my compass."" I glanced at it, saw that the needle was spinning at random. Lhar said: ""The Other has many powers. Whenever you go into the fog, you will always return here."" ""How do you know all this?"" I asked. [SNIPPET] The rope jerked out of my hand and the animal cried out almost articulately as it went over. I stood frozen, pressing against the stone, listening to the sound of the burro's fall. Finally the distant noise died in a faint trickling of snow and gravel that faded into utter silence. So thick was the fog that I had seen nothing."
1630,"After a few moments, Honath heard a low whistle. Creeping sidewise toward the source of the sound, he nearly bumped into Alaskon, who was crouched beneath a thickly-spreading magnolia. An instant later, Mathilda's face peered out of the dim greenery. ""Look,"" Alaskon whispered. "" What do you make of this?"" [SNIPPET] Above, the Parrot's starry plumes flickered and faded into the general blue. Toward the center of the saucer above the grove, the stitched leaf-and-leather houses clustered thickly, bound to the vines themselves, or hanging from an occasional branch too high or too slender to bear the vines. Many of these purses Honath knew well, not only as visitor but as artisan. The finest of them, the inverted flowers which opened automatically as the morning dew bathed them, yet which could be closed tightly and safely around their occupants at dusk by a single draw-string, were his own design as well as his own handiwork."
1631,"""In a few minutes,"" he told me, ""I'll have the answer to a question that may never have been answered before: what is reality? Is the world a thing by itself, and all we know illusion? Why do things grow smaller the farther away from us they appear? Why can't we see more than one side of anything at a time? What happens to the far side of an object; does it cease to exist just because we can't see it? Are objects not present nonexistent? Because artists draw things vanishing to points, does that mean that they really vanish?"" A wack, that's what he was. [SNIPPET] He kept saying more goofy things while he was finishing up the machine, about how he'd figured out that all we knew about vision and drawing and so on must be wrong, and that once he got a look at the real world he'd prove it. ""How about cameras?"" I asked him. "" Take a picture with a camera and it looks just about the same as a drawing, don't it?"" ""That's because cameras are built to take pictures like we're used to seeing them,"" he said. """
1632,"""The only known keys, that is."" ""Oh? How's that, General?"" ""The sergeant can open the brief case and use the item if we tell him how."" ""You think it's time to use it? [SNIPPET] Me, for instance."" ""No?"" she said. "" Judging by that satchel you're handcuffed to, I'd have thought you were a courier for the Pentagon. Or maybe State."" He laughed quickly and loudly because she was getting uncomfortably close. "" Oh, no. Nothing so glamorous. I'm a messenger for the Riggs National Bank, that's all."
1633,"The Labyrinth is supposed to be inside the ear; it leads inside in a roundabout way; it's the same here, it's a tunnel—see—down we go."" The soft swoosh of the gas-turbine turned into a muffled roar. The car accelerated at a terrific rate and from the way it swayed and dived it was clear that the tunnel spiralled downwards in steep serpentines. Lee gripped the holding straps; his every nerve was on edge and those edges were sharpened by the ominous fact that all the instruments on the dashboard had stopped functioning so that he couldn't even read the speed. As if to make things still worse, the chauffeur had abandoned his post altogether. [SNIPPET] The flight engineer glanced at the irritated scientist curiously and sympathetically: ""If you don't know, I couldn't tell you what it's all about myself, I'm sure,"" he said slowly. "" Cephalon—Cephalon is a place alright, but it doesn't show on the map. Sort of a Shangri-la, if you know what I mean."" This cryptic statement failed to have a calming effect on Lee. """
1634,"As she did so her fingers touched the metal. A bright flash came from the silver disk, raced up her arm, and her muscles tightened in shock. Her voice rose suddenly in a scream, and then, as Jensen jerked violently under her hands, everything went black. She slumped beside him, unconscious, and the hum from the loudspeaker took on a higher, treble note that filled the whole laboratory with its vibrant pulsations. High over the valley came a keening note, drifting down the wind with a strange, heterodyning effect. It rose and fell with a definite cadence, as though it were a message. Out of the murky darkness at the far end came a stirring; a gigantic groping, as of a monstrous something responding sluggishly to the call. Then, more swiftly, getting its bearings, the shadowed something began moving forward, gaining purpose, gaining massiveness, gaining speed. There was almost an anxious eagerness in its progress, as though it were an appetite sensing a free meal. [SNIPPET] Oh Dahnjen, what shall we do?"" She flung her arms around his neck and clung to him. "" Is this the way our love will end?"" He bent his head and kissed her, then he grinned at her. "" In just a moment you will learn more about that,"" he said. "" But right now, you crouch down behind me and stay there. As soon as I can see, you'll find out that not only the Priests are possessed of wonderful instruments."" He slipped the rifle from his shoulder and held it ready in his hands. The searching ray swept over them several times, and the third pass found them."
1635,"I got a big claim here."" ""I know that,"" I told him. "" Congratulations for it."" ""Thanks,"" he said, but he still looked peevish. "" You're here about Jafe's insurance, right?"" [SNIPPET] The way I understood it, Karpin was well-known back on Atronics City—it was the normal base of operations for he and his partner—and he didn't know a soul at Chemisant City. Did it make sense for him to go somewhere he wasn't known after his partner's death, even if it was an hour closer? No, it made a lot more sense for a man in that situation to go where he's known, go someplace where he has friends who'll sympathize with him and help him over the shock of losing a partner of fifteen years' standing, even if going there does mean traveling an hour longer. And there was always the cash-return form. That was what I was here about in the first place. It just didn't make sense for McCann to have held up his celebration while he filled out a form that he wouldn't be able to mail until he got back to Atronics City."
1636,"""Okay, Pat. We'll dismiss the details as trivial and get down to brass tacks. What is your invention used for?"" ""Eh?"" said the redhead. ""It's not enough that an idea is practicable,"" I pointed out. "" [SNIPPET] And four other starts this season. That's been our big trouble. He shows such promise that the judges have placed him under a terrific weight handicap. To run in next week's Gold Stakes, for instance, he would have to carry 124 pounds. I was hesitant to enter him because of that. But with Pat's new invention—"" She turned to Pat, eyes glowing—""he could enter and win!"" Pat said uncertainly, ""I don't know."
1637,"protested Dan. "" Are you and Leucon alone in this valley? Where—what happened to your parents—your father and mother?"" ""They went away. That way—toward the sunrise. They'll return some day."" ""And if they don't?"" ""Why, foolish one! [SNIPPET] she said in queer soft tones. "" I can speak a little English."" She spoke slowly, carefully. "" I learned it from""—she hesitated—""my mother's father, whom they call the Grey Weaver."""
1638,"The clock on the wall over the dispatcher's desk showed 2:59 when Swenson called Acme's Luna City Terminal. "" Dispatcher to Numbers 7 and 4, have crew stand by to blast off in exactly 15 minutes. I don't give a damn about regulations or the P.C.C. This is an order from your company. It must be obeyed. Number 7 will follow course as originally planned—destination Mars. [SNIPPET] ""On what grounds am I to base my order?"" ""Claim they started the fight and our crew's so bashed up that we haven't enough able men to blast off."" ""But I'm afraid we can't prove that."" ""And what's it going to cost us to try? You're on retainer. The total bill for said restraining order will be only the price of some legal paper and the services of a notary. The steno's hired by the month, like you."" Van Euing looked puzzled. "" What good will it do?"""
1639,"“Forget it. Sit tight there. I think I know how to slip in—alone.” He switched off. He stood up and shrugged his shoulders heavily, loosening his tensed muscles. Then he turned purposefully to Manning. “The rest of the party won’t be here for awhile yet, so you can’t possibly go in now. I’m going to try to get Mara out before any fighting starts.” “What if they capture you too?” [SNIPPET] THERE WAS … COMMUNICATION RAPPORT. TEBRON WAS KING PRIEST. “Then Tebron made this prohibition in the name of Kor. When did this occur?” THE KNOWLEDGE PROHIBITION WAS COMMUNICATED TO HIRLAJ WHEN TEBRON ASSUMED POWER RIGHT. “The same day?” THE DAY AFTER. TEBRON COMMUNICATED WITH KOR IMMEDIATELY AFTER OUSTING REPLACING THE PRIESTS."
1640,"The shape was there and could not be denied. It had somehow fitted back into its natural shape and it was a baby screamer—well, maybe not a baby, but at least a tiny screamer. Duncan sat back on his heels and sweated. He wiped his bloody hands upon the ground. He wondered what other shapes he'd find if he put back into proper place the other hunks of limpness that lay beside the fire. He tried and failed. They were too smashed and torn. [SNIPPET] In the end, for some obscure reason—obscure to humans, that is—Sipar's loyalty had been to the Cytha. But then what was the use of searching for any reason in it? Nothing that had happened made any sense. It made no sense that a beast one was pursuing should up and talk to one—although it did fit in with the theory of the crisis-beast he had fashioned in his mind."
1641,"The revelation was still too much with him. He watched as Arnold conferred with a group of his techs about a micro-chron, and the time was carefully noted for Central Record. Then the first of the tapes went in. The Basic Invariant—Amos Carmack. It reached synapse and a tiny blip registered on cue. The rest of the tapes fed in, razoring through the rollers, past the selenic-sensitized tips of the relays. [SNIPPET] At once means now."" Beardsley nodded approval. "" And now Professor Losch, please?"" Without a waste of motion, Mandleco put through to Bermuda on priority beam. While they waited he gave Beardsley a look of puzzlement and new respect. "" Ah—I'm not implying that it's against protocol, of course, but I assume you've already made some investigation along lines of your own?"""
