ID,TEXT,LABEL
650,"he protested. “ How do you know it will work?” Ray’s glance took on a touch of icy fury. The launch rocked gently in the swell for a long, silent minute, and Farmer began to feel slightly afraid. Was he alone, in a spot like this, with a madman? The salty breeze turned colder. [SNIPPET] It’s designed to.... Oh damn!” The damn was for something she saw in the water as she looked back over the rail again. John Andrew rushed to her side and looked as she got set for a dive. Garf, he saw immediately, had returned, and was picking up the Judge’s invention. “Put that down!” Dor’s yell was high-pitched. Garf faced them, and Farmer could just make out his lazy, contemptuous smile through the murky water. The fishman raised his arm in one of the now-familiar gestures.",0.0
128,"Nōfūhl.&nbsp;&nbsp; Early in the twentieth century. I cannot recall the date, but it was never forgotten by the Mehrikans. Surely a just pride, for on that day they accomplished wonders. The Admiral Nev-r-sai-di on his ship the Ztazenztrypes was at one time surrounded by a dozen German men-of- war. And lo! he demolished all! And of Frank and Russyan vessels he put an end to as many more; also sundry Talyans and British. Lev-el-Hedyd.&nbsp; [SNIPPET] The very clothes they wore were copied with ludicrous precision from the models of other nations. They were a sharp, restless, quick-witted, greedy race, given body and soul to the gathering of riches. Their chiefest passion was to buy and sell. Even women, both of high and low degree, spent much of their time at bargains, crowding and jostling each other in vast marts of trade, for their attire was complicated, and demanded most of their time."" ""How degrading!"" I exclaimed.",1.0
240,"Then when I could no longer move they came nearer; I saw old Hawberk, and behind him my cousin Louis' ghastly face, and farther away, in the corner, a woman, Constance, weeping softly. ""Ah! I see it now!"" I shrieked. "" You have seized the throne and the empire. Woe! [SNIPPET] ""Very often,"" I said. ""Every day?"" ""Every day."" ""Oh,"" she sighed, ""I am very happy. Come and see my hawks."" She rose and took my hand again with a childlike innocence of possession, and we walked through the garden and fruit trees to a grassy lawn which was bordered by a brook. Over the lawn were scattered fifteen or twenty stumps of trees—partially imbedded in the grass—and upon all of these except two sat falcons. They were attached to the stumps by thongs which were in turn fastened with steel rivets to their legs just above the talons.",0.0
548,"Yea, from among the dry bones and ashes of the dead.  I have waited and my reward is with me.  I have overcome Death, and Death brought back to me him that was dead.  Therefore do I rejoice, for fair is the future.  Green are the paths that we shall tread across the everlasting meadows.  The hour is at hand. Night hath fled away into the valleys. [SNIPPET] His violent jerks at the frail board made the great stone, which was only balanced on a few inches of rock, oscillate in a most dreadful manner, and, to make matters worse, when he was half-way across the flying ray of lurid light suddenly went out, just as though a lamp had been extinguished in a curtained room, leaving the whole howling wilderness of air black with darkness.  “Come on, Job, for God’s sake!” I shouted in an agony of fear, while the stone, gathering motion with every swing, rocked so violently that it was difficult to hang on to it. It was a truly awful position.  “Lord have mercy on me!” cried poor Job from the darkness. “ Oh, the plank’s slipping!”",1.0
70,"Farrell, startled, looked up sharply to see the last of the Falakian sun's magenta glare vanishing below the crater's southern rim. A dusky forerunner of darkness settled like a tangible cloud, softening the drab outlines of bramble thickets and slime pools. The change that followed was not seen but felt, a swelling rush of glad arousal like the joy of a child opening its eyes from sleep. To Farrell, the valley seemed to stir, waking in sympathy to his own restlessness and banishing his unease. The girl ran to him through the dusk on quick, light feet, timidity forgotten, and he saw with a pleasant shock of astonishment that she was no longer the filthy creature he had first seen by the lakeside. She was pretty and nubile, eyes and soft mouth smiling together in a childlike eagerness that made her at once infinitely desirable and untouchably innocent. ""Who are you?"" he asked shakily. [SNIPPET] Xavier came up from the galley, carrying a tray with three steaming coffee-bulbs. Farrell, still pondering the problem of balance between dominant and dominated species, found himself wondering for the thousandth time what went on in the alert positronic brain behind the mechanical's featureless face. ""What do you think, Xav?"" he demanded. "" What sort of motive would you say prompted the Hymenops to set up such a balance?""",0.0
471,"Then I clamped a firm control on the jaws, held Ponto's head back and let it slide gulping down his gullet. Ponto heaved. He shuddered. He shook himself free, leaped from the bed and ran around the room, lurching, whining and shaking his head violently. He stopped and sideswiped his muzzle with a clumsy paw. He lay down on his back and rolled. Then the dose took hold. A noble expression seemed to pour over his brow. [SNIPPET] What do you suppose is wrong with him. Can it be fits?"" I shook my head. "" He doesn't act like fits,"" I said. "" He's had a bad go of distemper and is probably suffering from shock.",0.0
1453,"The king was in his countinghouse. Nobody.  Asquat on the cuckstool he folded out his paper, turning its pages over on his bared knees. Something new and easy. No great hurry. Keep it a bit. Our prize titbit: Matcham’s Masterstroke. Written by Mr Philip Beaufoy, Playgoers’ Club, London. [SNIPPET] Encore!  STEPHEN: Mark me. I dreamt of a watermelon.  ZOE: Go abroad and love a foreign lady.  LYNCH: Across the world for a wife.  FLORRY: Dreams goes by contraries.  STEPHEN: (Extends his arms.) It was here.",0.0
596,"I thought maybe you were still a little cuckoo. Anaesthetic perfume, huh? Hot stuff, I'd say—no wonder you bit—I would, too. It's lucky for us I was air-tight—we'd both be fee....""  ""Stop it!"" [SNIPPET] There's just room for me that way. That's one advantage of weightlessness—you can lie down standing on your head, and go to sleep and like it. But I forgot—you've never been weightless before, have you? Does it make you sick?""  ""Not so much, now, except that I feel awfully weird inside. I was horribly dizzy and nauseated at first, but it's going away.""",0.0
1527,"""Hah, we will make a sucker out of history,"" I says to Wurpz. "" And wait until we show this creep to Professor Zalpha and Exmud R. Zmorro."" We come to the surface and contact an Earthian Franco-Austro atomic luxury liner. The skipper's pan registers on the viso-screen. "" This is Septimus Spink,"" I says. "" Commander of Inner Spaceship Magnificent Mole. I have come from the center of Earth with a captured Subterro submarine and Agrodyte Hitler, the Neofeuhrer. [SNIPPET] The face of Coordinator Five appears. He says the worst earthquake in five centuries has happened. There is a crack in the real estate of Department X6 near the Rockies that makes the Grand Canyon look like a kid just scraped a stick through some mud. Infra-Red Cross units, he says, are rocketing to the area. ""There might be somethin' goin' on inside this earth,"" I says. "" If you don't poke a hole in a baked potato its busts right open from heat generated inside. Our project, D'Ambrosia, seems even more expedient than ever."" ""That is a new word for 'insane' I must look up,"" Zahooli says.",0.0
342,"The ragged line of women and children moved ahead of them, with the men in the lead. It was not natural, Kieran thought, for children to be able to travel so far, and then he remembered that the young of non-predacious species have to be strong and fleet at an early age. Suddenly one of the women made a harsh, shrill cry. Kieran looked where she was looking, off to the left, to the river and the curving line of trees. A large black shadow slipped across the sand. He looked behind him. There were other shadows, coming with long easy bounds out of the trees, fanning out in a shallow crescent. They reminded Kieran of some animal he had once seen in a zoo, a partly catlike, partly doglike beast, a cheetah he thought it had been called, only the cheetah was spotted like a leopard and these creatures were black, with stiff, upstanding ears. [SNIPPET] You're very sure about things you just heard about, aren't you? You know what's right and you know what's wrong, even though you've only been in this time, this universe, for a few hours!"" Kieran looked at her closely. He thought he was beginning to get a glimmer of the shape of things now. ""You—all you who woke me up illegally—you belong to this Humanity Party, don't you? You did it for some reason connected with that?"" ""Yes,"" she answered defiantly. """,0.0
590,"“Proceed,” said the curate.  “This that comes next,” said the barber, “is ‘Amadis of Greece,’ and, indeed, I believe all those on this side are of the same Amadis lineage.”  “Then to the yard with the whole of them,” said the curate; “for to have the burning of Queen Pintiquiniestra, and the shepherd Darinel and his eclogues, and the bedevilled and involved discourses of his author, I would burn with them the father who begot me if he were going about in the guise of a knight-errant.”  “I am of the same mind,” said the barber.  “And so am I,” added the niece.  “In that case,” said the housekeeper, “here, into the yard with them!”  They were handed to her, and as there were many of them, she spared herself the staircase, and flung them down out of the window.  “Who is that tub there?” [SNIPPET] He came out to meet us with great gentleness, with his dress now torn and his face so disfigured and burned by the sun, that we hardly recognised him but that his clothes, though torn, convinced us, from the recollection we had of them, that he was the person we were looking for. He saluted us courteously, and in a few well-spoken words he told us not to wonder at seeing him going about in this guise, as it was binding upon him in order that he might work out a penance which for his many sins had been imposed upon him. We asked him to tell us who he was, but we were never able to find out from him: we begged of him too, when he was in want of food, which he could not do without, to tell us where we should find him, as we would bring it to him with all good-will and readiness; or if this were not to his taste, at least to come and ask it of us and not take it by force from the shepherds. He thanked us for the offer, begged pardon for the late assault, and promised for the future to ask it in God’s name without offering violence to anybody.",1.0
1022,"I was not in my natural state, so it was not right."" The Pat paused to think. "" I remember there was great speed and I was born in fright. Were you?"" ""No,"" I answered. "" I was not frightened at first. [SNIPPET] ""Then we could find nothing by traveling toward the triangular cluster?"" ""No. I was moving in an arc in the direction of the distorted square cluster there. Do you see it?"" ""Yes,"" I answered, knowing her use of the word see was unconscious. "" That is Cetus."" ""Cetus?"" The Pat was startled. """,1.0
1293,"The odd little moons of Mars swung around their planet like frantic mice, yet their regularity was itself an assurance that all was well. Far above the plane of the ecliptic, he could feel half a ton of dust more or less drifting outside the lanes of human travel. Here there was nothing to fight, nothing to challenge the mind, to tear the living soul out of a body with its roots dripping in effluvium as tangible as blood. Nothing ever moved in on the Solar System. He could wear the pin-set forever and be nothing more than a sort of telepathic astronomer, a man who could feel the hot, warm protection of the Sun throbbing and burning against his living mind. oodley came in. ""Same old ticking world,"" said Underhill. "" [SNIPPET] It's the most leering mind in this ship, bar none."" ""Nasty man,"" said the little girl. She said it declaratively, without reproach. Underhill, looking at her, shivered.",0.0
73,"Losing patience at what appeared to me intolerable rudeness, I brought my mouth into a position full in front of her mouth so as to intercept her motion, and loudly repeated my question, ""Woman, what signifies this concourse, and this strange and confused chirping, and this monotonous motion to and fro in one and the same Straight Line?""  ""I am no Woman,"" replied the small Line. "" I am the Monarch of the world. But thou, whence intrudest thou into my realm of Lineland?"" Receiving this abrupt reply, I begged pardon if I had in any way startled or molested his Royal Highness; and describing myself as a stranger I besought the King to give me some account of his dominions. But I had the greatest possible difficulty in obtaining any information on points that really interested me; for the Monarch could not refrain from constantly assuming that whatever was familiar to him must also be known to me and that I was simulating ignorance in jest. However, by persevering questions I elicited the following facts:  It seemed that this poor ignorant Monarch—as he called himself—was persuaded that the Straight Line which he called his Kingdom, and in which he passed his existence, constituted the whole of the world, and indeed the whole of Space. [SNIPPET] It is up above and down below.  I. My Lord means seemingly that it is Northward and Southward.  STRANGER. I mean nothing of the kind. I mean a direction in which you cannot look, because you have no eye in your side.  I. Pardon me, my Lord, a moment's inspection will convince your Lordship that I have a perfect luminary at the juncture of two of my sides.  STRANGER. Yes: but in order to see into Space you ought to have an eye, not on your Perimeter, but on your side, that is, on what you would probably call your inside; but we in Spaceland should call it your side.  I. An eye in my inside!",0.0
907,"Hopefully, he suggested, ""A mirage or sort of a mutual hallucination?"" In a considered, gauging tone George replied, ""They're real."" ""Real?"" cried Sidney. "" [SNIPPET] Especially what made you desert people leave your villages."" They looked blank. Huk said, ""But we have not left—except in this vision."" In an aside to George, Sidney said, ""That means we've caught them before they went south or wherever they went."" He turned back to Huk. """,1.0
1309,"Gehenna of a big crop. Price'll drop like a brick of collapsium, and this time next year we'll be using brandy to wash our feet in."" ""If you can't get good prices, hang onto it and age it. I wish you could see what the bars on Terra charge for a drink of ten-year-old Poictesme."" ""This isn't Terra and we aren't selling it by the drink. Only place we can sell brandy is at Storisende spaceport, and we have to take what the trading-ship captains offer. [SNIPPET] So Poictesme had concentrated on agriculture and grown wealthy at it. Then, within fifty years of Genji Gartner's death, the economics of interstellar trade overtook the Trisystem and the mines and factories closed down. It was no longer possible to ship the output to a profitable market, in the face of the growing self-sufficiency of the colonial planets and the irreducibly high cost of space-freighting. Below, the brown fields and the red and yellow woods were merging into a ten-mile-square desert of crumbling concrete--empty and roofless sheds and warehouses and barracks, brush-choked parade grounds and landing fields, airship docks, and even a spaceport. They were more recent, dating from Poictesme's second brief and hectic prosperity, when the Terran Federation's Third Fleet-Army Force had occupied the Gartner Trisystem during the System States War.",0.0
494,"You will start making ceramic parts for automobile spark plugs and certain parts for radios and gas ranges. It is our policy to encourage local manufacture to help bring prices down."" ""We haven't the equipment."" ""We will equip your plant,"" beamed Broderick. "" It will require only a quarter interest in your plant itself, assigned to our terrestrial company."" Zotul, anxious to possess the treasures promised by the Earthman, won over his brothers. [SNIPPET] We heads of government on Zur are doing all in our power to aid the Earthmen and facilitate their bringing a great, new culture that can only benefit us. See how Zur has changed in ten short years! Imagine the world of tomorrow! Why, do you know they are even bringing autos to Zur!"" The brothers were fascinated with the governor's description of these hitherto unheard-of vehicles. ""It only remains,"" concluded the governor, ""to build highways, and the Earthmen are taking care of that."" At any rate, the brothers Masur were still able to console themselves that they had their tile business. Tile served well enough for houses and street surfacing; what better material could be devised for the new highways the governor spoke of?",0.0
693,"Okay,"" she said. "" But I'm still worried about getting dinner in the oven. Bill's liable to—"" ""Hah, now you're being suspicious,"" I said, lousy with virtue. "" Quit worrying. [SNIPPET] All the time. That's what that article we read a couple months ago in Your World said. Remember you and I decided we'd never be suspicious. Maybe that's the reason we're happy—if dirty. We don't suspect anybody of anything if we can help it—and now's no time to start. The monster is baby's friend."" Mabel shuddered. "" Okay,"" she said. "" But I'm still worried about getting dinner in the oven.",0.0
966,"Grasping the rough trunk, he pulled himself erect; and held himself in that position, panting. He could see the thing more plainly now. It was like a long, green whip in the grass. Its forepart was raised in the air, and terminated in a triangular head, with two bright eyes whose steady, unwinking stare made him tremble weakly. With an effort he took his eyes from the creature; and, pushing himself away from the tree, ran desperately, as far as his legs would carry him. When he fell, he continued to crawl—farther, and ever farther into the green woods. He wondered if all creatures crawled in this world of Toon. [SNIPPET] When the sun rose again, it shone through trees; and far across the yellow sand his tired eyes saw green hills. The sight invigorated him—spurred him on to stronger efforts. Soon after midday he lay panting in the shade of trees. The trees astonished him. They towered above him, fully five times as high as any he had ever seen.",0.0
526,"""So much for that,"" said Ringg, laughing, as they came out. "" The Bald One was in a good temper. I'm going to the port and celebrate, not that this dim place is very festive. You?"" ""I—I think I'll stay aboard."" ""Well, if you change your mind, I'll be down there somewhere,"" Ringg said. "" See you later, shipmate."" He raised his closed fist in farewell, and went. [SNIPPET] He must be almost as rich as the Lhari."" Bart shook his head. "" It's not that easy. Space travel inside a system these days is small stuff; all the real travel and shipping goes to the Lhari ships."" It was a sore point with everyone. Thousands of years ago, men had spread out from Earth—first to the planets, then to the nearer stars, crawling in ships that could travel no faster than the speed of light. They had even believed that was an absolute limit—that nothing in the universe could exceed the speed of light.",1.0
1398,"Also while in this park we came to a high tower, standing by itself, and climbed to the top, where we enjoyed a wide-spreading view. The extent of the city is astounding.  ""Miles away in the river lay the Zlotuhb, a white speck on the water.""  1902, by Frederick A. Stokes Company. Printed in America. Miles away in the river lay the Zlōtuhb, a white speck on the water. All about us in every direction as far as sight can reach were ruins, and ruins, and ruins. Never was a more melancholy sight. The blue sky, the bright sunshine, the sweet-scented air with the gay flowers and singing birds only made it sadder. [SNIPPET] 11th M ighted a fine harbor this afternoon, and are now at anchor in it. Grip-til-lah thinks we have reached one of the western islands mentioned by Ben-a-Bout. Nōfūhl, however, is sure we are further North. 12th M hat a change has come over Nōfūhl!",0.0
1587,"He fell next upon the management of our treasury; and said, “he thought my memory had failed me, because I computed our taxes at about five or six millions a year, and when I came to mention the issues, he found they sometimes amounted to more than double; for the notes he had taken were very particular in this point, because he hoped, as he told me, that the knowledge of our conduct might be useful to him, and he could not be deceived in his calculations. But, if what I told him were true, he was still at a loss how a kingdom could run out of its estate, like a private person.” He asked me, “who were our creditors; and where we found money to pay them?” He wondered to hear me talk of such chargeable and expensive wars; “that certainly we must be a quarrelsome people, or live among very bad neighbours, and that our generals must needs be richer than our kings.” [SNIPPET] Some of the people threw up stones, hoping to drive the monkey down; but this was strictly forbidden, or else, very probably, my brains had been dashed out.  The ladders were now applied, and mounted by several men; which the monkey observing, and finding himself almost encompassed, not being able to make speed enough with his three legs, let me drop on a ridge tile, and made his escape. Here I sat for some time, five hundred yards from the ground, expecting every moment to be blown down by the wind, or to fall by my own giddiness, and come tumbling over and over from the ridge to the eaves; but an honest lad, one of my nurse’s footmen, climbed up, and putting me into his breeches pocket, brought me down safe.  I was almost choked with the filthy stuff the monkey had crammed down my throat: but my dear little nurse picked it out of my mouth with a small needle, and then I fell a-vomiting, which gave me great relief. Yet I was so weak and bruised in the sides with the squeezes given me by this odious animal, that I was forced to keep my bed a fortnight. The king, queen, and all the court, sent every day to inquire after my health; and her majesty made me several visits during my sickness. The monkey was killed, and an order made, that no such animal should be kept about the palace.",0.0
543,"Lyone, the peerless soul of souls, alive once more and triumphant over death! The temple whirled around me rapid as fire, and I fell to the ground insensible with joy! The extraordinary scenes attending the reincarnation of Lyone had left me, when I returned to my senses, exhausted with emotion. It was gloriously true that she who was the Supreme Goddess, she who had suffered death in the fortress of Calnogor, had been restored to life by the powerful necromancy of the sorcerer and his college of twin-souls. I rushed forward in presence of the entire congregation and embraced in turn the radiant Lyone and the beloved Charka. [SNIPPET] I am certain we shall discover mountains of gold ere we return."" ""I think we ought to salute our glorious discovery,"" said Professor Rackiron. "" You see the infernal world isn't nearly so bad a place as we thought it was."" I ordered a salute of one hundred terrorite guns to be given in honor of our discovery, and the firing at once began. The echoed roaring of the guns was indescribably grand. The trumpet-shaped caverns of water, both before and behind us,[45] multiplied the heavy reverberations until the air of the gulf was rent with their thunder. The last explosion was followed by long-drawn echoes of triumph that marked our introduction to the interior world.",1.0
816,"""They can't intercept the beams we use."" ""They can't, and even if they did they wouldn't know what to do with our language. I want them to think that we don't need to talk things over."" ""I get it. Makes us seem better than we are. [SNIPPET] A meteor shower could pass over and their clumsy instruments could interpret it as an all-out enemy attack."" ""Too bad,"" said Bal. "" We'll just have to forget there ever was such a planet as Earth."" ""Could you? Forget so many people?"" ""I'm doing it,"" said Bal. "" Just give them a little time and they won't be here to remind me that I have a conscience."" ""My memory isn't convenient,"" said Ethaniel. "" I ask you to look at them.""",0.0
1281,"""Well, it's about time."" Lanko leaned to his right, setting switches. A screen lit up, showing a faint, red dot. He touched the controls, bringing the dot to center screen, then checked the meters. ""Not too far,"" he remarked. "" A little out of normal range, though. He must have all his screen power on."" Banasel turned back to the workbench, studied the labels on the drawers for a moment, then opened one. [SNIPPET] ""Musa sold me this,"" he said, extending the hilt toward Banasel. "" I never saw anything like it on this planet. Did you?"" Banasel accepted the weapon, drawing it from its scabbard.",0.0
109,"You certainly have changed."" ""And so can other men. There is a way. I need your help desperately, Curt—"" The face of the aging biochemist contorted again with unbearable pain. His forehead beaded with sweat as he clenched his skull between his vein-knotted hands. [SNIPPET] We're the mercenaries of the new day, Curt, you and I. Once there was honor in our profession. We searched for truth for its own sake, and because it was our way of life. Once we were the hope of the world because science was a universal language. ""What a horrible joke that turned out to be! Today we are the terror of the world. The war-makers built us fine laboratories, shining palaces, and granted every whim—for a price.",0.0
984,"she cried. "" My photographs really have been put in the wrong places. Oh, that's horrible. Someone really has been in my room without permission."" K. nodded, and quietly cursed Kaminer who worked at his bank and who was always active doing things that had neither use nor purpose. "" It is odd,"" said Miss Bürstner, ""that I'm forced to forbid you to do something that you ought to have forbidden yourself to do, namely to come into my room when I'm not here."" "" But I did explain to you,"" said K., and went over to join her by the photographs, ""that it wasn't me who interfered with your photographs; but as you don't believe me I'll have to admit that the investigating committee brought along three bank employees with them, one of them must have touched your photographs and as soon as I get the chance I'll ask to have him dismissed from the bank. Yes, there was an investigating committee here,"" added K., as the young lady was looking at him enquiringly. "" Because of you?"" [SNIPPET] Don't talk to me about Block,' he said. ' He is my client,' said I. 'You're letting him abuse you,' he said. ' I don't think his case is lost yet,' said I. 'You're letting him abuse you,' he repeated. ' I don't think so,' said I. 'Block works hard in his case and always knows where it stands. He practically lives with me so that he always knows what's happening.",1.0
